INSERT INTO attendance (Attendance_id, Reg_no, Course_code, Session_date, Session_type, Session_hours, Status, Medical_id) VALUES
(50, 'TG/2023/005', 'ICT1253', '2025-08-05', 'Theory', 2.0, 'Medical', 8),
(51, 'TG/2023/006', 'ICT1253', '2025-08-05', 'Theory', 2.0, 'Present', NULL),
(52, 'TG/2023/007', 'ICT1253', '2025-08-05', 'Theory', 2.0, 'Absent', NULL),
(53, 'TG/2023/008', 'ICT1253', '2025-08-05', 'Theory', 2.0, 'Medical', 9),
(54, 'TG/2023/009', 'ICT1253', '2025-08-05', 'Theory', 2.0, 'Present', NULL),
(55, 'TG/2023/010', 'ICT1253', '2025-08-05', 'Theory', 2.0, 'Present', NULL),
(56, 'TG/2023/011', 'ICT1253', '2025-08-05', 'Theory', 2.0, 'Absent', NULL),
(57, 'TG/2023/012', 'ICT1253', '2025-08-05', 'Theory', 2.0, 'Medical', 10),
(58, 'TG/2023/013', 'ICT1253', '2025-08-05', 'Theory', 2.0, 'Present', NULL),
(59, 'TG/2023/014', 'ICT1253', '2025-08-05', 'Theory', 2.0, 'Present', NULL),
(60, 'TG/2023/015', 'ICT1253', '2025-08-05', 'Theory', 2.0, 'Absent', NULL),
(61, 'TG/2023/001', 'ICT1253', '2025-08-05', 'Practical', 2.0, 'Absent', NULL),
(62, 'TG/2023/002', 'ICT1253', '2025-08-05', 'Practical', 2.0, 'Present', NULL),
(63, 'TG/2023/003', 'ICT1253', '2025-08-05', 'Practical', 2.0, 'Absent', NULL),
(64, 'TG/2023/004', 'ICT1253', '2025-08-05', 'Practical', 2.0, 'Absent', NULL),
(65, 'TG/2023/005', 'ICT1253', '2025-08-05', 'Practical', 2.0, 'Medical', 8),
(66, 'TG/2023/006', 'ICT1253', '2025-08-05', 'Practical', 2.0, 'Present', NULL),
(67, 'TG/2023/007', 'ICT1253', '2025-08-05', 'Practical', 2.0, 'Absent', NULL),
(68, 'TG/2023/008', 'ICT1253', '2025-08-05', 'Practical', 2.0, 'Medical', 9),
(69, 'TG/2023/009', 'ICT1253', '2025-08-05', 'Practical', 2.0, 'Present', NULL),
(70, 'TG/2023/010', 'ICT1253', '2025-08-05', 'Practical', 2.0, 'Present', NULL),
(71, 'TG/2023/011', 'ICT1253', '2025-08-05', 'Practical', 2.0, 'Absent', NULL),
(72, 'TG/2023/012', 'ICT1253', '2025-08-05', 'Practical', 2.0, 'Medical', 10),
(73, 'TG/2023/013', 'ICT1253', '2025-08-05', 'Practical', 2.0, 'Present', NULL),
(74, 'TG/2023/014', 'ICT1253', '2025-08-05', 'Practical', 2.0, 'Present', NULL),
(75, 'TG/2023/015', 'ICT1253', '2025-08-05', 'Practical', 2.0, 'Medical', 11),
(76, 'TG/2023/001', 'TMS1233', '2025-08-06', 'Theory', 3.0, 'Present', NULL),
(77, 'TG/2023/002', 'TMS1233', '2025-08-06', 'Theory', 3.0, 'Present', NULL),
(78, 'TG/2023/003', 'TMS1233', '2025-08-06', 'Theory', 3.0, 'Present', NULL),
(79, 'TG/2023/004', 'TMS1233', '2025-08-06', 'Theory', 3.0, 'Present', NULL),
(80, 'TG/2023/005', 'TMS1233', '2025-08-06', 'Theory', 3.0, 'Absent', NULL),
(81, 'TG/2023/006', 'TMS1233', '2025-08-06', 'Theory', 3.0, 'Present', NULL),
(82, 'TG/2023/007', 'TMS1233', '2025-08-06', 'Theory', 3.0, 'Present', NULL),
(83, 'TG/2023/008', 'TMS1233', '2025-08-06', 'Theory', 3.0, 'Medical', 11),
(84, 'TG/2023/009', 'TMS1233', '2025-08-06', 'Theory', 3.0, 'Present', NULL),
(85, 'TG/2023/010', 'TMS1233', '2025-08-06', 'Theory', 3.0, 'Present', NULL),
(86, 'TG/2023/011', 'TMS1233', '2025-08-06', 'Theory', 3.0, 'Absent', NULL),
(87, 'TG/2023/012', 'TMS1233', '2025-08-06', 'Theory', 3.0, 'Present', NULL),
(88, 'TG/2023/013', 'TMS1233', '2025-08-06', 'Theory', 3.0, 'Present', NULL),
(89, 'TG/2023/014', 'TMS1233', '2025-08-06', 'Theory', 3.0, 'Present', NULL),
(90, 'TG/2023/015', 'TMS1233', '2025-08-06', 'Theory', 3.0, 'Present', NULL),
(91, 'TG/2023/001', 'ICT1212', '2025-08-07', 'Theory', 2.0, 'Absent', NULL),
(92, 'TG/2023/002', 'ICT1212', '2025-08-07', 'Theory', 2.0, 'Present', NULL),
(93, 'TG/2023/003', 'ICT1212', '2025-08-07', 'Theory', 2.0, 'Medical', 12),
(94, 'TG/2023/004', 'ICT1212', '2025-08-07', 'Theory', 2.0, 'Present', NULL),
(95, 'TG/2023/005', 'ICT1212', '2025-08-07', 'Theory', 2.0, 'Present', NULL),
(96, 'TG/2023/006', 'ICT1212', '2025-08-07', 'Theory', 2.0, 'Absent', NULL),
(97, 'TG/2023/007', 'ICT1212', '2025-08-07', 'Theory', 2.0, 'Medical', 13),
(98, 'TG/2023/008', 'ICT1212', '2025-08-07', 'Theory', 2.0, 'Present', NULL),
(99, 'TG/2023/009', 'ICT1212', '2025-08-07', 'Theory', 2.0, 'Present', NULL),
(100, 'TG/2023/010', 'ICT1212', '2025-08-07', 'Theory', 2.0, 'Medical', 14),
(101, 'TG/2023/011', 'ICT1212', '2025-08-07', 'Theory', 2.0, 'Present', NULL),
(102, 'TG/2023/012', 'ICT1212', '2025-08-07', 'Theory', 2.0, 'Present', NULL),
(103, 'TG/2023/013', 'ICT1212', '2025-08-07', 'Theory', 2.0, 'Absent', NULL),
(104, 'TG/2023/014', 'ICT1212', '2025-08-07', 'Theory', 2.0, 'Medical', 15),
(105, 'TG/2023/015', 'ICT1212', '2025-08-07', 'Theory', 2.0, 'Present', NULL),
(106, 'TG/2023/001', 'ICT1222', '2025-08-07', 'Practical', 4.0, 'Absent', NULL),
(107, 'TG/2023/002', 'ICT1222', '2025-08-07', 'Practical', 4.0, 'Absent', NULL),
(108, 'TG/2023/003', 'ICT1222', '2025-08-07', 'Practical', 4.0, 'Medical', 12),
(109, 'TG/2023/004', 'ICT1222', '2025-08-07', 'Practical', 4.0, 'Present', NULL),
(110, 'TG/2023/005', 'ICT1222', '2025-08-07', 'Practical', 4.0, 'Present', NULL),
(111, 'TG/2023/006', 'ICT1222', '2025-08-07', 'Practical', 4.0, 'Absent', NULL),
(112, 'TG/2023/007', 'ICT1222', '2025-08-07', 'Practical', 4.0, 'Medical', 13),
(113, 'TG/2023/008', 'ICT1222', '2025-08-07', 'Practical', 4.0, 'Present', NULL),
(114, 'TG/2023/009', 'ICT1222', '2025-08-07', 'Practical', 4.0, 'Absent', NULL),
(115, 'TG/2023/010', 'ICT1222', '2025-08-07', 'Practical', 4.0, 'Medical', 14),
(116, 'TG/2023/011', 'ICT1222', '2025-08-07', 'Practical', 4.0, 'Present', NULL),
(117, 'TG/2023/012', 'ICT1222', '2025-08-07', 'Practical', 4.0, 'Present', NULL),
(118, 'TG/2023/013', 'ICT1222', '2025-08-07', 'Practical', 4.0, 'Absent', NULL),
(119, 'TG/2023/014', 'ICT1222', '2025-08-07', 'Practical', 4.0, 'Medical', 15),
(120, 'TG/2023/015', 'ICT1222', '2025-08-07', 'Practical', 4.0, 'Present', NULL),
(121, 'TG/2023/001', 'ENG1222', '2025-08-08', 'Theory', 2.0, 'Present', NULL),
(122, 'TG/2023/002', 'ENG1222', '2025-08-08', 'Theory', 2.0, 'Present', NULL),
(123, 'TG/2023/003', 'ENG1222', '2025-08-08', 'Theory', 2.0, 'Present', NULL),
(124, 'TG/2023/004', 'ENG1222', '2025-08-08', 'Theory', 2.0, 'Absent', NULL),
(125, 'TG/2023/005', 'ENG1222', '2025-08-08', 'Theory', 2.0, 'Medical', 16),
(126, 'TG/2023/006', 'ENG1222', '2025-08-08', 'Theory', 2.0, 'Present', NULL),
(127, 'TG/2023/007', 'ENG1222', '2025-08-08', 'Theory', 2.0, 'Present', NULL),
(128, 'TG/2023/008', 'ENG1222', '2025-08-08', 'Theory', 2.0, 'Medical', 17),
(129, 'TG/2023/009', 'ENG1222', '2025-08-08', 'Theory', 2.0, 'Present', NULL),
(130, 'TG/2023/010', 'ENG1222', '2025-08-08', 'Theory', 2.0, 'Absent', NULL),
(131, 'TG/2023/011', 'ENG1222', '2025-08-08', 'Theory', 2.0, 'Medical', 18),
(132, 'TG/2023/012', 'ENG1222', '2025-08-08', 'Theory', 2.0, 'Present', NULL),
(133, 'TG/2023/013', 'ENG1222', '2025-08-08', 'Theory', 2.0, 'Present', NULL),
(134, 'TG/2023/014', 'ENG1222', '2025-08-08', 'Theory', 2.0, 'Present', NULL),
(135, 'TG/2023/015', 'ENG1222', '2025-08-08', 'Theory', 2.0, 'Medical', 19),
(136, 'TG/2023/001', 'TCS1212', '2025-08-08', 'Theory', 2.0, 'Present', NULL),
(137, 'TG/2023/002', 'TCS1212', '2025-08-08', 'Theory', 2.0, 'Present', NULL),
(138, 'TG/2023/003', 'TCS1212', '2025-08-08', 'Theory', 2.0, 'Present', NULL),
(139, 'TG/2023/004', 'TCS1212', '2025-08-08', 'Theory', 2.0, 'Absent', NULL),
(140, 'TG/2023/005', 'TCS1212', '2025-08-08', 'Theory', 2.0, 'Medical', 16),
(141, 'TG/2023/006', 'TCS1212', '2025-08-08', 'Theory', 2.0, 'Present', NULL),
(142, 'TG/2023/007', 'TCS1212', '2025-08-08', 'Theory', 2.0, 'Present', NULL),
(143, 'TG/2023/008', 'TCS1212', '2025-08-08', 'Theory', 2.0, 'Medical', 17),
(144, 'TG/2023/009', 'TCS1212', '2025-08-08', 'Theory', 2.0, 'Present', NULL),
(145, 'TG/2023/010', 'TCS1212', '2025-08-08', 'Theory', 2.0, 'Absent', NULL),
(146, 'TG/2023/011', 'TCS1212', '2025-08-08', 'Theory', 2.0, 'Medical', 18),
(147, 'TG/2023/012', 'TCS1212', '2025-08-08', 'Theory', 2.0, 'Present', NULL),
(148, 'TG/2023/013', 'TCS1212', '2025-08-08', 'Theory', 2.0, 'Present', NULL),
(149, 'TG/2023/014', 'TCS1212', '2025-08-08', 'Theory', 2.0, 'Present', NULL),
(150, 'TG/2023/015', 'TCS1212', '2025-08-08', 'Theory', 2.0, 'Medical', 19),
(151, 'TG/2023/001', 'ICT1233', '2025-08-11', 'Theory', 2.0, 'Present', NULL),
(152, 'TG/2023/002', 'ICT1233', '2025-08-11', 'Theory', 2.0, 'Present', NULL),
(153, 'TG/2023/003', 'ICT1233', '2025-08-11', 'Theory', 2.0, 'Present', NULL),
(154, 'TG/2023/004', 'ICT1233', '2025-08-11', 'Theory', 2.0, 'Medical', 20),
(155, 'TG/2023/005', 'ICT1233', '2025-08-11', 'Theory', 2.0, 'Absent', NULL),
(156, 'TG/2023/006', 'ICT1233', '2025-08-11', 'Theory', 2.0, 'Present', NULL),
(157, 'TG/2023/007', 'ICT1233', '2025-08-11', 'Theory', 2.0, 'Medical', 21),
(158, 'TG/2023/008', 'ICT1233', '2025-08-11', 'Theory', 2.0, 'Present', NULL),
(159, 'TG/2023/009', 'ICT1233', '2025-08-11', 'Theory', 2.0, 'Present', NULL),
(160, 'TG/2023/010', 'ICT1233', '2025-08-11', 'Theory', 2.0, 'Present', NULL),
(161, 'TG/2023/011', 'ICT1233', '2025-08-11', 'Theory', 2.0, 'Absent', NULL),
(162, 'TG/2023/012', 'ICT1233', '2025-08-11', 'Theory', 2.0, 'Medical', 22),
(163, 'TG/2023/013', 'ICT1233', '2025-08-11', 'Theory', 2.0, 'Present', NULL),
(164, 'TG/2023/014', 'ICT1233', '2025-08-11', 'Theory', 2.0, 'Absent', NULL),
(165, 'TG/2023/015', 'ICT1233', '2025-08-11', 'Theory', 2.0, 'Medical', 23),
(166, 'TG/2023/001', 'ICT1233', '2025-08-11', 'Practical', 2.0, 'Present', NULL),
(167, 'TG/2023/002', 'ICT1233', '2025-08-11', 'Practical', 2.0, 'Present', NULL),
(168, 'TG/2023/003', 'ICT1233', '2025-08-11', 'Practical', 2.0, 'Present', NULL),
(169, 'TG/2023/004', 'ICT1233', '2025-08-11', 'Practical', 2.0, 'Medical', 20),
(170, 'TG/2023/005', 'ICT1233', '2025-08-11', 'Practical', 2.0, 'Absent', NULL),
(171, 'TG/2023/006', 'ICT1233', '2025-08-11', 'Practical', 2.0, 'Present', NULL),
(172, 'TG/2023/007', 'ICT1233', '2025-08-11', 'Practical', 2.0, 'Medical', 21),
(173, 'TG/2023/008', 'ICT1233', '2025-08-11', 'Practical', 2.0, 'Present', NULL),
(174, 'TG/2023/009', 'ICT1233', '2025-08-11', 'Practical', 2.0, 'Present', NULL),
(175, 'TG/2023/010', 'ICT1233', '2025-08-11', 'Practical', 2.0, 'Present', NULL),
(176, 'TG/2023/011', 'ICT1233', '2025-08-11', 'Practical', 2.0, 'Absent', NULL),
(177, 'TG/2023/012', 'ICT1233', '2025-08-11', 'Practical', 2.0, 'Medical', 22),
(178, 'TG/2023/013', 'ICT1233', '2025-08-11', 'Practical', 2.0, 'Present', NULL),
(179, 'TG/2023/014', 'ICT1233', '2025-08-11', 'Practical', 2.0, 'Absent', NULL),
(180, 'TG/2023/015', 'ICT1233', '2025-08-11', 'Practical', 2.0, 'Medical', 23),
(181, 'TG/2023/001', 'ICT1242', '2025-08-12', 'Theory', 2.0, 'Present', NULL),
(182, 'TG/2023/002', 'ICT1242', '2025-08-12', 'Theory', 2.0, 'Medical', 24),
(183, 'TG/2023/003', 'ICT1242', '2025-08-12', 'Theory', 2.0, 'Absent', NULL),
(184, 'TG/2023/004', 'ICT1242', '2025-08-12', 'Theory', 2.0, 'Present', NULL),
(185, 'TG/2023/005', 'ICT1242', '2025-08-12', 'Theory', 2.0, 'Present', NULL),
(186, 'TG/2023/006', 'ICT1242', '2025-08-12', 'Theory', 2.0, 'Present', NULL),
(187, 'TG/2023/007', 'ICT1242', '2025-08-12', 'Theory', 2.0, 'Present', NULL),
(188, 'TG/2023/008', 'ICT1242', '2025-08-12', 'Theory', 2.0, 'Medical', 25),
(189, 'TG/2023/009', 'ICT1242', '2025-08-12', 'Theory', 2.0, 'Present', NULL),
(190, 'TG/2023/010', 'ICT1242', '2025-08-12', 'Theory', 2.0, 'Absent', NULL),
(191, 'TG/2023/011', 'ICT1242', '2025-08-12', 'Theory', 2.0, 'Medical', 26),
(192, 'TG/2023/012', 'ICT1242', '2025-08-12', 'Theory', 2.0, 'Present', NULL),
(193, 'TG/2023/013', 'ICT1242', '2025-08-12', 'Theory', 2.0, 'Present', NULL),
(194, 'TG/2023/014', 'ICT1242', '2025-08-12', 'Theory', 2.0, 'Present', NULL),
(195, 'TG/2023/015', 'ICT1242', '2025-08-12', 'Theory', 2.0, 'Medical', 27),
(196, 'TG/2023/001', 'ICT1253', '2025-08-12', 'Theory', 2.0, 'Present', NULL),
(197, 'TG/2023/002', 'ICT1253', '2025-08-12', 'Theory', 2.0, 'Medical', 24),
(198, 'TG/2023/003', 'ICT1253', '2025-08-12', 'Theory', 2.0, 'Absent', NULL),
(199, 'TG/2023/004', 'ICT1253', '2025-08-12', 'Theory', 2.0, 'Present', NULL),
(200, 'TG/2023/005', 'ICT1253', '2025-08-12', 'Theory', 2.0, 'Present', NULL),
(201, 'TG/2023/006', 'ICT1253', '2025-08-12', 'Theory', 2.0, 'Present', NULL),
(202, 'TG/2023/007', 'ICT1253', '2025-08-12', 'Theory', 2.0, 'Present', NULL),
(203, 'TG/2023/008', 'ICT1253', '2025-08-12', 'Theory', 2.0, 'Medical', 25),
(204, 'TG/2023/009', 'ICT1253', '2025-08-12', 'Theory', 2.0, 'Present', NULL),
(205, 'TG/2023/010', 'ICT1253', '2025-08-12', 'Theory', 2.0, 'Absent', NULL),
(206, 'TG/2023/011', 'ICT1253', '2025-08-12', 'Theory', 2.0, 'Medical', 26),
(207, 'TG/2023/012', 'ICT1253', '2025-08-12', 'Theory', 2.0, 'Present', NULL),
(208, 'TG/2023/013', 'ICT1253', '2025-08-12', 'Theory', 2.0, 'Present', NULL),
(209, 'TG/2023/014', 'ICT1253', '2025-08-12', 'Theory', 2.0, 'Present', NULL),
(210, 'TG/2023/015', 'ICT1253', '2025-08-12', 'Theory', 2.0, 'Medical', 27),
(211, 'TG/2023/001', 'ICT1253', '2025-08-12', 'Practical', 2.0, 'Absent', NULL),
(212, 'TG/2023/002', 'ICT1253', '2025-08-12', 'Practical', 2.0, 'Medical', 24),
(213, 'TG/2023/003', 'ICT1253', '2025-08-12', 'Practical', 2.0, 'Absent', NULL),
(214, 'TG/2023/004', 'ICT1253', '2025-08-12', 'Practical', 2.0, 'Present', NULL),
(215, 'TG/2023/005', 'ICT1253', '2025-08-12', 'Practical', 2.0, 'Present', NULL),
(216, 'TG/2023/006', 'ICT1253', '2025-08-12', 'Practical', 2.0, 'Present', NULL),
(217, 'TG/2023/007', 'ICT1253', '2025-08-12', 'Practical', 2.0, 'Present', NULL),
(218, 'TG/2023/008', 'ICT1253', '2025-08-12', 'Practical', 2.0, 'Medical', 25),
(219, 'TG/2023/009', 'ICT1253', '2025-08-12', 'Practical', 2.0, 'Present', NULL),
(220, 'TG/2023/010', 'ICT1253', '2025-08-12', 'Practical', 2.0, 'Absent', NULL),
(221, 'TG/2023/011', 'ICT1253', '2025-08-12', 'Practical', 2.0, 'Medical', 26),
(222, 'TG/2023/012', 'ICT1253', '2025-08-12', 'Practical', 2.0, 'Present', NULL),
(223, 'TG/2023/013', 'ICT1253', '2025-08-12', 'Practical', 2.0, 'Present', NULL),
(224, 'TG/2023/014', 'ICT1253', '2025-08-12', 'Practical', 2.0, 'Present', NULL),
(225, 'TG/2023/015', 'ICT1253', '2025-08-12', 'Practical', 2.0, 'Medical', 27),
(226, 'TG/2023/001', 'TMS1233', '2025-08-13', 'Theory', 3.0, 'Present', NULL),
(227, 'TG/2023/002', 'TMS1233', '2025-08-13', 'Theory', 3.0, 'Present', NULL),
(228, 'TG/2023/003', 'TMS1233', '2025-08-13', 'Theory', 3.0, 'Present', NULL),
(229, 'TG/2023/004', 'TMS1233', '2025-08-13', 'Theory', 3.0, 'Absent', NULL),
(230, 'TG/2023/005', 'TMS1233', '2025-08-13', 'Theory', 3.0, 'Present', NULL),
(231, 'TG/2023/006', 'TMS1233', '2025-08-13', 'Theory', 3.0, 'Present', NULL),
(232, 'TG/2023/007', 'TMS1233', '2025-08-13', 'Theory', 3.0, 'Medical', 28),
(233, 'TG/2023/008', 'TMS1233', '2025-08-13', 'Theory', 3.0, 'Present', NULL),
(234, 'TG/2023/009', 'TMS1233', '2025-08-13', 'Theory', 3.0, 'Present', NULL),
(235, 'TG/2023/010', 'TMS1233', '2025-08-13', 'Theory', 3.0, 'Absent', NULL),
(236, 'TG/2023/011', 'TMS1233', '2025-08-13', 'Theory', 3.0, 'Present', NULL),
(237, 'TG/2023/012', 'TMS1233', '2025-08-13', 'Theory', 3.0, 'Present', NULL),
(238, 'TG/2023/013', 'TMS1233', '2025-08-13', 'Theory', 3.0, 'Present', NULL),
(239, 'TG/2023/014', 'TMS1233', '2025-08-13', 'Theory', 3.0, 'Present', NULL),
(240, 'TG/2023/015', 'TMS1233', '2025-08-13', 'Theory', 3.0, 'Medical', 29),
(241, 'TG/2023/001', 'ICT1212', '2025-08-14', 'Theory', 2.0, 'Present', NULL),
(242, 'TG/2023/002', 'ICT1212', '2025-08-14', 'Theory', 2.0, 'Present', NULL),
(243, 'TG/2023/003', 'ICT1212', '2025-08-14', 'Theory', 2.0, 'Present', NULL),
(244, 'TG/2023/004', 'ICT1212', '2025-08-14', 'Theory', 2.0, 'Present', NULL),
(245, 'TG/2023/005', 'ICT1212', '2025-08-14', 'Theory', 2.0, 'Medical', 30),
(246, 'TG/2023/006', 'ICT1212', '2025-08-14', 'Theory', 2.0, 'Present', NULL),
(247, 'TG/2023/007', 'ICT1212', '2025-08-14', 'Theory', 2.0, 'Absent', NULL),
(248, 'TG/2023/008', 'ICT1212', '2025-08-14', 'Theory', 2.0, 'Medical', 31),
(249, 'TG/2023/009', 'ICT1212', '2025-08-14', 'Theory', 2.0, 'Present', NULL),
(250, 'TG/2023/010', 'ICT1212', '2025-08-14', 'Theory', 2.0, 'Present', NULL),
(251, 'TG/2023/011', 'ICT1212', '2025-08-14', 'Theory', 2.0, 'Present', NULL),
(252, 'TG/2023/012', 'ICT1212', '2025-08-14', 'Theory', 2.0, 'Medical', 32),
(253, 'TG/2023/013', 'ICT1212', '2025-08-14', 'Theory', 2.0, 'Present', NULL),
(254, 'TG/2023/014', 'ICT1212', '2025-08-14', 'Theory', 2.0, 'Absent', NULL),
(255, 'TG/2023/015', 'ICT1212', '2025-08-14', 'Theory', 2.0, 'Medical', 33),
(256, 'TG/2023/001', 'ICT1222', '2025-08-14', 'Practical', 4.0, 'Present', NULL),
(257, 'TG/2023/002', 'ICT1222', '2025-08-14', 'Practical', 4.0, 'Present', NULL),
(258, 'TG/2023/003', 'ICT1222', '2025-08-14', 'Practical', 4.0, 'Absent', NULL),
(259, 'TG/2023/004', 'ICT1222', '2025-08-14', 'Practical', 4.0, 'Present', NULL),
(260, 'TG/2023/005', 'ICT1222', '2025-08-14', 'Practical', 4.0, 'Medical', 30),
(261, 'TG/2023/006', 'ICT1222', '2025-08-14', 'Practical', 4.0, 'Present', NULL),
(262, 'TG/2023/007', 'ICT1222', '2025-08-14', 'Practical', 4.0, 'Absent', NULL),
(263, 'TG/2023/008', 'ICT1222', '2025-08-14', 'Practical', 4.0, 'Medical', 31),
(264, 'TG/2023/009', 'ICT1222', '2025-08-14', 'Practical', 4.0, 'Present', NULL),
(265, 'TG/2023/010', 'ICT1222', '2025-08-14', 'Practical', 4.0, 'Absent', NULL),
(266, 'TG/2023/011', 'ICT1222', '2025-08-14', 'Practical', 4.0, 'Present', NULL),
(267, 'TG/2023/012', 'ICT1222', '2025-08-14', 'Practical', 4.0, 'Medical', 32),
(268, 'TG/2023/013', 'ICT1222', '2025-08-14', 'Practical', 4.0, 'Present', NULL),
(269, 'TG/2023/014', 'ICT1222', '2025-08-14', 'Practical', 4.0, 'Absent', NULL),
(270, 'TG/2023/015', 'ICT1222', '2025-08-14', 'Practical', 4.0, 'Medical', 33),
(271, 'TG/2023/001', 'ENG1222', '2025-08-15', 'Theory', 2.0, 'Present', NULL),
(272, 'TG/2023/002', 'ENG1222', '2025-08-15', 'Theory', 2.0, 'Absent', NULL),
(273, 'TG/2023/003', 'ENG1222', '2025-08-15', 'Theory', 2.0, 'Present', NULL),
(274, 'TG/2023/004', 'ENG1222', '2025-08-15', 'Theory', 2.0, 'Present', NULL),
(275, 'TG/2023/005', 'ENG1222', '2025-08-15', 'Theory', 2.0, 'Present', NULL),
(276, 'TG/2023/006', 'ENG1222', '2025-08-15', 'Theory', 2.0, 'Present', NULL),
